IMO,Name,Shipe_type,Fuel_conso_kg/nmile,CO2emission_kg/nmile
9675640,FRONTIER ASUKA,Bulk carrier,135.32,422.71
9675676,LAKE DESPINA,Bulk carrier,147.85,465.76
9675688,FRONTIER BRILLIANCE,Bulk carrier,156.96,496.35
9675729,IPSWICH BAY,Bulk carrier,74.73,235.65
9675743,ULTRA CORY,Bulk carrier,107.06,337.63
9675779,SANTA MARIA,Bulk carrier,106.22,336.84
9675781,CL BELLE,Bulk carrier,101.8,319.45
9675834,TAMPA TRADER,Container ship,56.1,175.5
9675951,SANTA BARBARA,Bulk carrier,128.39,405.38
9676084,VSC CASTOR,Bulk carrier,Division by zero!,Division by zero!
9676101,TERN BULKER,Bulk carrier,97.24,307.02
9676125,EAGLE BARENTS,Oil tanker,376.76,1174.39
9676137,EAGLE BERGEN,Oil tanker,301.16,939.15
9676591,ECKERT OLDENDORFF,Bulk carrier,76.29,241.12
9676709,MATHILDE SCHULTE,Container ship,80.56,253.25
9676711,MAX SCHULTE,Container ship,112.96,352.24
9676723,MELCHIOR SCHULTE,Container ship,94.51,297.35
9677583,ZHE HAI 512,Bulk carrier,Division by zero!,Division by zero!
9678408,MEIN SCHIFF 4,Passenger ship,299.64,934.14
9678800,MATHILDE OLDENDORFF,Bulk carrier,184.73,583.5
9679062,ZHE HAI 515,Bulk carrier,Division by zero!,Division by zero!
9679074,ZHE HAI 516,Bulk carrier,Division by zero!,Division by zero!
9679139,SAGAR KANYA,Bulk carrier,112.35,356.02
9679385,HTC DELTA,Bulk carrier,98.96,314
9679555,SFL HAWAII,Container ship,170.78,538.62
9679593,ZOURVA,Oil tanker,251.85,787.34
9679880,T. AYLIN,Oil tanker,62.99,201.95
9679892,CMA CGM CONGO,Container ship,225.99,712.94
9679919,CMA CGM MISSOURI,Container ship,217.78,680.2
9680073,STOLT PRIDE,Chemical tanker,109.7,344.84
9680085,STOLT SINCERITY,Chemical tanker,104.34,327.14
9680097,STOLT INTEGRITY,Chemical tanker,119.29,373.32
9680102,STOLT TENACITY,Chemical tanker,115.45,363.87
9680255,CHIOS FREEDOM,Bulk carrier,72.08,226.16
9680360,SAKIZAYA CHAMPION,Bulk carrier,91,287.27
9680712,GRANDE ABIDJAN,Container/ro-ro cargo ship,150.6,470.26
9680724,GRANDE DAKAR,Container/ro-ro cargo ship,149.1,465.67
9681106,STI TEXAS CITY,Oil tanker,81.61,255.8
9681118,STI MERAUX,Oil tanker,98.87,310.33
9681120,STI SAN ANTONIO,Oil tanker,87.61,274.58
9681132,STI BENICIA,Oil tanker,79.92,250.11
9681144,STI ST CHARLES,Oil tanker,82.78,259.49
9681168,BERYL,Oil tanker,84.14,263.94
9681390,STI VENERE,Oil tanker,87.25,272.82
9681431,MORNING PRIDE,Vehicle carrier,113.8,354.83
9681493,NAVIGATION OL,Bulk carrier,75.64,236.4
9681534,UAL COLOGNE,General cargo ship,35.3,111.18
9681546,AERIKO,Bulk carrier,109.09,342.58
9681687,CREOLE SPIRIT,LNG carrier,192.65,543.83
9681699,OAK SPIRIT,LNG carrier,235.92,665.31
9681821,OCEAN GRAND,General cargo ship,71.09,222.85
9681833,OCEAN GLORY,General cargo ship,69.41,219.6
9681883,ERRADALE,Bulk carrier,78.76,248.71
9681950,GERDT OLDENDORFF,Bulk carrier,111.01,348.19
9681974,PONTICA,General cargo ship,43.02,137.93
9682241,BW OSPREY,Oil tanker,71.97,227.21
9682253,BALEARIC GAS,Gas carrier,79.58,248.94
9682265,CELTIC GAS,Gas carrier,63.73,199.11
9682318,SILVER GINNY,Chemical tanker,104.35,327.13
9682344,SILVER MONIKA,Chemical tanker,84.97,268.81
9682356,SILVER EMILY,Chemical tanker,74.48,232.83
9682368,SILVER CINDY,Chemical tanker,68.82,215.6
9682394,SILVER AMANDA,Chemical tanker,101.5,321.78
9682409,SILVER HANNAH,Oil tanker,86.06,269.79
9682552,AMADI,LNG carrier,218.4,602.28
9682605,MARAN GAS HECTOR,LNG carrier,219.99,605.52
9682875,HARMONY OF THE SEAS,Passenger ship,453.25,1413.37
9682887,SEA BLISS,Bulk carrier,71.27,223.08
9682899,STELLAR ARAGVI,Bulk carrier,63.81,201.62
9682930,SILVERGATE,Bulk carrier,97.84,305.7
9682942,NAVIOS GEM,Bulk carrier,138.76,438.12
9682954,BERGE KOSCIUSZKO,Bulk carrier,135.03,421.39
9682966,DOUBLE MIRACLE,Bulk carrier,124.84,390.02
9682978,EFFIE MAERSK,Oil tanker,142.9,446.47
9682980,ELISABETH MAERSK,Oil tanker,190.56,605.3
9682992,EVA MAERSK,Oil tanker,145.79,463.1
9683013,KMARIN RENOWN,Oil tanker,263.6,826.92
9683025,KMARIN RELIANCE,Oil tanker,147.18,465.45
9683049,KMARIN RIGOUR,Oil tanker,145.81,462.4
9683051,KMARIN RESOLUTION,Oil tanker,191.5,605.18
9683063,KMARIN REGARD,Oil tanker,143.62,454.97
9683075,KMARIN RESTRAINT,Oil tanker,147.17,459.27
9683087,KMARIN REASON,Oil tanker,123.49,386.51
9683130,BULK ATACAMA,Bulk carrier,113.61,359.54
9683245,KSL SEATTLE,Bulk carrier,173.43,542.21
9683336,SILVER ESTHER,Chemical tanker,111.85,348.97
9683362,SILVER GWEN,Chemical tanker,90.74,285.69
9683374,SILVER LONDON,Chemical tanker,96.27,302.75
9683386,SILVER HAGUE,Chemical tanker,84.35,264.5
9683398,SILVER ROTTERDAM,Chemical tanker,108.05,341.96
9683403,SILVER HOUSTON,Oil tanker,84.15,264.1
9683427,SILVER DUBAI,Chemical tanker,85.38,266.42
9683439,JOSCO DEZHOU,Bulk carrier,96.92,306.78
9683477,CONTSHIP CUB,Container ship,101.91,322.14
9683491,CONTSHIP ZEN,Container ship,109.73,346.49
9683738,LADY SEVDA,Oil tanker,54.33,170.5
9683740,LADY LEILA,Oil tanker,126.51,396.21
9683843,CCNI ARAUCO,Container ship,Division by zero!,Division by zero!
9683867,CCNI ANGOL,Container ship,Division by zero!,Division by zero!
9683984,LARGO ENERGY,Chemical tanker,92.84,293.99
9684469,CL EDI,Bulk carrier,96.09,301.96
9684471,CL DAISY,Bulk carrier,99.08,312.15
9684976,HOEGH TARGET,Vehicle carrier,86.89,272.11
9684988,HOEGH TRIGGER,Vehicle carrier,95.49,299.14
9684990,HOEGH TRACER,Vehicle carrier,98.15,307.57
9685085,TITTERI,General cargo ship,45.34,143.04
9685097,BBC LOUISE,Other ship types,52.08,165
9685425,JS INEOS INSIGHT,Gas carrier,79.75,236.86
9685437,JS INEOS INGENUITY,Gas carrier,80.26,240.62
9685449,JS INEOS INTREPID,Gas carrier,87.48,263.17
9685451,JS INEOS INSPIRATION,Gas carrier,80.7,240.43
9685463,STENA IMAGINATION,Chemical tanker,118.24,371.64
9685475,STENA IMMORTAL,Chemical tanker,95.86,300.77
9685487,SEAFORCE,Bulk carrier,160.61,502.19
9685499,CORAL STAR,Gas carrier,63.41,190.96
9685504,CORAL STICHO,Gas carrier,72.46,213.77
9685621,LUNITA,Bulk carrier,81.41,256.26
9686273,CEPHEUS OCEAN,Bulk carrier,110.33,350.18
9686326,SEAFIGHTER,Bulk carrier,171.12,534.64
9686338,STRATEGIC SAVANNAH,Bulk carrier,74.33,232.02
9686340,NEW ACHIEVEMENT,Oil tanker,219.21,689.87
9686376,SIROCCO,Gas carrier,144.53,451.37
9686637,FRONT CHEETAH,Oil tanker,124.96,391.72
9686699,STI VIRTUS,Oil tanker,104.39,327.97
9686728,STI REGINA,Oil tanker,82.59,258.17
9686730,STI MAYFAIR,Chemical tanker,87.99,275.58
9686754,STI SOHO,Oil tanker,76.9,240.71
9686766,STI GRAMERCY,Chemical tanker,84.33,263.74
9686857,STI COMANDANTE,Oil tanker,72.85,228.57
9686869,STI BRIXTON,Chemical tanker,81.69,256.19
9686871,STI PIMLICO,Oil tanker,72.96,230.54
9686883,STI HACKNEY,Oil tanker,70.54,223.31
9686900,ALEXIS,Container ship,234.28,733.6
9686912,OLIVIA I,Container ship,218.51,685.05
9687071,BUNA ARROW,Bulk carrier,78.99,246.23
9687124,BELMONTE,Bulk carrier,120.97,377.3
9687136,UNITY NORTH,Bulk carrier,70.23,222.26
9687148,UNITY STAR,Bulk carrier,67.89,215.11
9687150,UNISON MEDAL,Bulk carrier,71.42,226.18
9687162,LAWIN ARROW,General cargo ship,95.02,298.64
9687203,GLOBAL SPLENDOUR,Bulk carrier,84.6,263.86
9687227,NORDIC OSHIMA,Bulk carrier,88.75,280.5
9687239,NORDIC ODIN,Bulk carrier,99.52,315.06
9687306,WEDELLSBORG,Ro-ro ship,97.91,305.5
9687485,KAPRIJKE,Gas carrier,92.24,288.55
9687497,KNOKKE,Gas carrier,114.9,359.03
9687502,KONTICH,Gas carrier,112.09,350.28
9687693,SCARLET EAGLE,Bulk carrier,92.58,292.22
9687710,MAGIC STARLIGHT,Bulk carrier,98.54,307.74
9687734,BRILLIANT DISCOVERY,Bulk carrier,88.32,279.33
9687942,LARGO EVOLUTION,Chemical tanker,85.58,269.85
9688350,STI YORKVILLE,Oil tanker,76.4,238.69
9688362,STI BATTERY,Chemical tanker,91.27,286.63
9688374,STI FULHAM,Oil tanker,92.56,291.86
9688386,STI CAMDEN,Oil tanker,72.4,228.82
9688427,HAFNIA CATERINA,Oil tanker,61.69,194.57
9688635,SEAHARMONY,Bulk carrier,87.67,276.26
9688829,STI ELYSEES,Oil tanker,132.22,413.95
9688855,MUSKY,Bulk carrier,80.77,255.69
9689172,GENCO WEATHERLY,Bulk carrier,95.38,301.78
9689574,NORDIC NAVID,Bulk carrier,88.29,278.02
9689603,ONE MACKINAC,Container ship,291.98,912.51
9689615,ONE MANHATTAN,Container ship,255.63,804.37
9689677,ZORBAS,Bulk carrier,Division by zero!,Division by zero!
9689689,MARIA D,Bulk carrier,Division by zero!,Division by zero!
9689691,BOSPORUS,Bulk carrier,Division by zero!,Division by zero!
9689706,MARIGO P,Bulk carrier,Division by zero!,Division by zero!
9689847,HERCULES OCEAN,Bulk carrier,90.1,284.51
9689897,STRATEGIC HARMONY,Bulk carrier,84.43,265.24
9689914,COMET,Gas carrier,167.62,521.99
9690078,UBENA,Container ship,Division by zero!,Division by zero!
9690080,ULANGA,Container ship,Division by zero!,Division by zero!
9690092,SEATRADE ORANGE,Container ship,109.7,344.73
9690107,SEATRADE RED,Container ship,107.89,338.92
9690169,LNG ABUJA II,LNG carrier,183.98,507.31
9690171,LNG ABALAMABIE,LNG carrier,226.27,623.79
9690509,WP AMBITION,Bulk carrier,17.15,54.99
9690523,HARVEST LEADER,Vehicle carrier,101.78,321.54
9690547,HELIOS RAY,Vehicle carrier,113.82,360.24
9690559,HYPERION RAY,Vehicle carrier,127.07,401.4
9690614,HAFNIA VIRIDIAN,Chemical tanker,96.36,304.62
9690626,HAFNIA VIOLETTE,Chemical tanker,94.21,297.89
9690793,STI PARK,Oil tanker,128.09,400.21
9690808,STI SLOANE,Oil tanker,125.93,393.84
9690810,STI CONDOTTI,Oil tanker,120.88,378.64
9690822,STI VENETO,Oil tanker,168.85,530.48
9690834,STI ORCHARD,Oil tanker,122.06,382.43
9690846,STI BROADWAY,Oil tanker,121.35,379.78
9690884,FENGNING,Bulk carrier,78.11,247.45
9690901,FOOCHOW,Bulk carrier,75.61,239.13
9690913,FUNING,Bulk carrier,67.48,210.98
9691034,LA CHESNAIS,Bulk carrier,76.45,239.93
9691046,LA PARTENAIS,Bulk carrier,85.53,267.38
9691149,SUNRISE BRIGHT,Bulk carrier,Division by zero!,Division by zero!
9691424,HANTON TRADER II,Bulk carrier,107.31,334.27
9691498,ST. PATRICK,Bulk carrier,73.35,232.25
9691515,SUN EXCELSIOR,Bulk carrier,102.37,322.2
9691553,TRUE CARTIER,Bulk carrier,143.03,446.82
9691565,NBA VAN DYCK,Bulk carrier,96.62,305.49
9691577,BULK FINLAND,Bulk carrier,73.71,233.4
9691589,BULK SWEDEN,Bulk carrier,99.61,314.91
9691591,NORD STARK,Bulk carrier,Division by zero!,Division by zero!
9691618,CL ALICE,Bulk carrier,89.87,283.89
9691632,BOLTEN ITHAKI,Bulk carrier,81.68,257.44
9691644,UNION TAYLOR,Bulk carrier,72.89,229.73
9691723,STI BATTERSEA,Oil tanker,90.6,286.44
9691735,STI WEMBLEY,Chemical tanker,79.19,250.27
9691814,HAKO,Bulk carrier,103.32,325.75
9691929,LINDA OLDENDORFF,Bulk carrier,162.39,506.67
9691955,LUDOLF OLDENDORFF,Bulk carrier,152.67,476.78
9692129,NORD SUPERIOR,Chemical tanker,90.56,283.06
9692131,NORD SUPREME,Chemical tanker,82.82,259.17
9692143,NORD SUSTAINABLE,Chemical tanker,76.83,239.78
9692246,TRF BERGEN,Chemical tanker,144.96,452.48
9692296,SILVER PHILIPPA,Chemical tanker,84.07,264.86
9692301,SILVER ELEANOR,Chemical tanker,75.78,237.73
9692325,SILVER ZOE,Oil tanker,77.52,244.06
9692337,SILVER DOVER,Chemical tanker,102.96,326.6
9692363,SILVER MILLIE,Oil tanker,68.56,214.22
9692375,SILVER VENUS,Chemical tanker,98.23,310.68
9692387,SILVER ELLIE,Chemical tanker,70.54,220.53
9692416,FAIRCHEM BLADE,Chemical tanker,67.52,213.26
9692650,VSC POLLUX,Bulk carrier,Division by zero!,Division by zero!
9692662,GOLDEN CECILIE,Bulk carrier,77.05,240.52
9692686,AUGUST OLDENDORFF,Bulk carrier,87.4,272.82
9692715,IVS NARUO,Bulk carrier,92.09,290.75
9692727,CAPE TRAFALGAR,Bulk carrier,85.1,265.6
9692789,AFRICAN PELICAN,Bulk carrier,67.21,212.03
9692818,CIC OSLO,Bulk carrier,156.8,496.33
9692820,CIC PAOLA,Bulk carrier,156.26,493.95
9692844,CAPTAIN PARIS,Oil tanker,109.37,346.29
9692856,CAPTAIN SPIRO,Oil tanker,124.2,391.39
9693018,STENA IMMACULATE,Chemical tanker,128.63,404.64
9693020,STENA IMPECCABLE,Chemical tanker,80.37,252.46
9693056,AGIOS GERASIMOS,Oil tanker,132.03,416.9
9693068,ABLIANI,Oil tanker,134.09,421.99
9693070,STEMNITSA,Oil tanker,106.44,335.19
9693082,YPAPANTI,Oil tanker,114.36,359.86
9693109,LONGWAVE,General cargo ship,39.29,125.95
9693161,SK AUDACE,LNG carrier,210.94,587.9
9693173,SK RESOLUTE,LNG carrier,204.03,565.92
9693197,RIGI VENTURE,Bulk carrier,89.41,279.29
9693202,COMMON HORIZON,Bulk carrier,80.9,252.02
9693214,PILATUS VENTURE,Bulk carrier,85.23,267.86
9693290,RANA,Bulk carrier,68.88,215.88
9693329,RICARDA,Bulk carrier,71.33,223.62
9693331,RIVA,Bulk carrier,67.98,213.77
9693408,ASPASIA B,Bulk carrier,102.92,321.25
9693410,ACRA,Bulk carrier,Division by zero!,Division by zero!
9693501,BUDVA,Bulk carrier,89.8,280.42
9693824,SONGA PRIDE,Chemical tanker,92.98,292.04
9694359,RED GARNET,Chemical tanker,110.47,346.23
9694361,QUARTZ,Chemical tanker,111.46,349.61
9694397,MYGAS,Gas carrier,81.23,257.87
9694414,MARINER,Container ship,105.62,335.02
9694426,MINERVA,Container ship,85.62,267.28
9694438,MAJESTIC,Container ship,104.79,328.14
9694464,BW PANTHER,Oil tanker,69.58,220.22
9694476,BW BOBCAT,Oil tanker,71.09,225.56
9694543,CMA CGM KRIBI,Container ship,167.86,524.34
9694555,CMA CGM LEKKI,Container ship,147.58,459.75
9694567,MAERSK EUPHRATES,Container ship,172.1,538.4
9694646,TORM KRISTINA,Oil tanker,120.8,378.72
9694658,NISSOS CHRISTIANA,Oil tanker,170.51,535.89
9694684,AP DUBRAVA,Bulk carrier,64.76,202.88
9694696,AP REVELIN,Bulk carrier,69.04,216.95
9694933,DIAVOLEZZA,Bulk carrier,98.01,306.81
9694995,NANI K,Bulk carrier,89.3,278.16
9695004,KMARIN JASMINE,Bulk carrier,72.78,231.06
9695016,MSC ALINA,Container ship,214.92,680.37
9695121,CSCL GLOBE,Container ship,354.26,1106.03
9695133,CSCL PACIFIC OCEAN,Container ship,332.73,1038.93
9695145,CSCL ATLANTIC OCEAN,Container ship,308.57,966.65
9695169,CSCL ARCTIC OCEAN,Container ship,299.77,938.9
9695224,HUANGHAI STRUGGLER,General cargo ship,82.8,259.26
9695640,ARCADIA,Bulk carrier,68.37,215
9696242,HIGH TRADER,Chemical tanker,79.76,249.56
9696254,HIGH TRUST,Chemical tanker,89.6,281.84
9696424,LETO,Bulk carrier,101.2,320.19
9696436,MENELAOS,Bulk carrier,99.48,316.5
9696450,IOLAOS,Bulk carrier,94.04,297.5
9696462,NEFELI,Bulk carrier,95.2,300.4
9696474,LEONIDAS,Bulk carrier,125.05,395.07
9696553,STI ACTON,Oil tanker,106.7,335.4
9696565,STI FINCHLEY,Oil tanker,91.26,289.08
9696577,STI CLAPHAM,Chemical tanker,73.11,229.18
9696589,STI POPLAR,Oil tanker,79.11,249.15
9696682,STI ROSE,Oil tanker,119.59,373.94
9696694,STI ALEXIS,Oil tanker,118.86,372.24
9696709,STI WINNIE,Oil tanker,122.71,383.55
9696711,STI LAUREN,Oil tanker,118.53,370.69
9696761,ESTRELLA,Oil tanker,128.65,405.78
9696773,ALFA BALTICA,Oil tanker,150.28,479.7
9696797,UNITY ENDEAVOUR,Bulk carrier,94.08,295.1
9696826,ROSALIA,Bulk carrier,66.23,209.53
9696838,ROSSANA,Bulk carrier,71.91,227.24
9696840,JASMUND,Bulk carrier,77.74,243.43
9696852,VECCO,Bulk carrier,94.33,296.23
9697014,MAERSK BERMUDA,Container ship,85.15,266.31
9697026,MAERSK BAHAMAS,Container ship,104.65,327.97
9697143,TRUE LOVE,Bulk carrier,69.72,218.23
9697155,DOLCE VITA,Bulk carrier,76.56,240.95
9697210,MARLIN AMBER,Oil tanker,83.39,263.3
9697222,MARLIN AMETHYST,Chemical tanker,82.62,261.76
9697301,B. SUN,Oil tanker,65.49,207.36
9697325,TIN ZIREN,General cargo ship,56.82,180
9697337,TIMGAD,General cargo ship,93.04,297.14
9697595,STI OXFORD,Oil tanker,132.41,414.59
9697600,STI CONNAUGHT,Oil tanker,119.18,372.8
9697624,CRYSTAL BAY,Oil tanker,73.33,229.6
9697648,SAINT ALBANS BAY,Oil tanker,75.35,236.56
9697806,FEDERAL BALTIC,Bulk carrier,65.53,207.67
9697818,FEDERAL BEAUFORT,Bulk carrier,64.07,203.51
9697820,FEDERAL BARENTS,Bulk carrier,63.42,200.92
9697832,FEDERAL BERING,Bulk carrier,61.06,194.33
9697844,FEDERAL BRISTOL,Bulk carrier,67.8,214.97
9697856,FEDERAL BISCAY,Bulk carrier,67.01,210.41
9697868,SAKIZAYA DIAMOND,Bulk carrier,94.6,299.04
9697870,VITA FUTURE,Bulk carrier,93.48,293.47
9697961,CARME,Bulk carrier,96.92,306.63
9698214,V UNO,Bulk carrier,73.84,230.35
9698317,GALILEO,Bulk carrier,97.23,306.72
9698355,EPIC BELL,Gas carrier,50.09,157.2
9698367,EPIC BIRD,Gas carrier,44.62,140.2
9698434,CERES ONE,Bulk carrier,80.76,253
9698587,HAMBURG EAGLE,Bulk carrier,100.15,312.45
9698800,NICOS TOMASOS,Bulk carrier,91.71,286.83
9698850,MACHERAS,Bulk carrier,112.41,352.29
9698862,MARATHASSA,Bulk carrier,95.95,302.65
9698941,SEABEE,Bulk carrier,88.75,278.36
9698953,SEARIDER,Bulk carrier,83.06,262.72
9699036,ANTWERP EAGLE,Bulk carrier,106.72,333.46
9699127,UASC ZAMZAM,Container ship,252.12,791.71
9699177,MEDI EGEO,Bulk carrier,88.05,275.64
9699189,SAN CLEMENTE,Container ship,339.28,1061.22
9699191,SAN CHRISTOBAL,Container ship,176.4,549.3
9699206,SAN VICENTE,Container ship,216.32,676.93
9699256,GREMIO,Gas carrier,62.68,196.65
9699270,HELSINKI EAGLE,Bulk carrier,97.24,303.45
9699282,OSLO EAGLE,Bulk carrier,90.14,281.45
9699311,VALENCIA EAGLE,Bulk carrier,99.45,311.71
9699323,DUBLIN EAGLE,Bulk carrier,99.06,309.31
9699335,PAN HARVEST,Bulk carrier,87.95,274.73
9699359,COPENHAGEN EAGLE,Bulk carrier,92.4,288.31
9699373,SYDNEY EAGLE,Bulk carrier,110.61,280.63
9699505,CLIPPER JUPITER,Gas carrier,109.92,342.97
9699517,CLIPPER SATURN,Gas carrier,105.83,330.38
9699725,SIDER LIU,General cargo ship,47.69,151.02
9699842,DESERT CHALLENGER,Bulk carrier,76.07,239.52
9699854,DESERT RANGER,Bulk carrier,88.53,277.88
9699866,LARGO MARINER,Chemical tanker,75.93,236.9
9699880,MOREA,Bulk carrier,78.15,244.37
9699892,MAINA,Bulk carrier,106.64,336.94
9699969,FAIRWIND LEGION,Bulk carrier,55.18,171.91
9700005,WESTERN LONDON,Bulk carrier,79.91,250.33
9700017,WESTERN PANAMA,Bulk carrier,101.35,317.97
9700029,WESTERN LIMA,Bulk carrier,74.48,232.54
9700031,WESTERN DURBAN,Bulk carrier,82.08,257.78
9700043,ML HERON,Bulk carrier,93.65,292.75
9700146,ZOLA,Bulk carrier,98.09,309.92
9700316,SIDER ONDA,Bulk carrier,67.83,212.22
9700328,ULTRA ALPHA,Bulk carrier,96.51,304.67
9700342,SEAWAYS LOOKOUT,Chemical tanker,91.27,286.66
9700380,MIENA DESGAGNES,General cargo ship,55.66,177.04
9700392,BBC RUSSIA,General cargo ship,44.44,140.97
9700469,SEAWAYS KOLBERG,Oil tanker,77.13,242.15
9700471,SEAWAYS JEJU,Oil tanker,88.96,279.51
9700483,ATHLOS,Chemical tanker,85.88,269.51
9700512,TITUS,Vehicle carrier,105.73,334.33
9700524,TRAVIATA,Vehicle carrier,108.58,340.43
9700562,LAVIEEN ROSE,Bulk carrier,70.99,223.96
9700653,ROBERTA,Bulk carrier,106.5,332.89
9700677,IDEE FIXE,Bulk carrier,94.19,298.08
9700691,DELTA MARIA,Oil tanker,154.63,483.6
9700706,DELTA EURYDICE,Oil tanker,105.98,332.37
9700782,SANTA VIRGINIA,Bulk carrier,79.55,250.9
9700794,AFRICAN HARRIER,Bulk carrier,66.31,207.86
9700811,STELLAR ONTARIO,Bulk carrier,77.82,246.41
9700873,ATLANTIC ISLAND,Bulk carrier,126.81,400.77
9700926,IVS KESTREL,Bulk carrier,67.7,212.56
9701011,MONEGASQUE EPEE,General cargo ship,67.85,214.88
9701023,EMERALD ENTERPRISE,Bulk carrier,68.6,214.64
9701047,SE MARINA,Bulk carrier,70.01,219.21
9701140,GOODWOOD,Vehicle carrier,91.32,287.05
9701152,PRT KAHO,Bulk carrier,73.01,232.27
9701164,NORD TITAN,Bulk carrier,101.8,321.51
9701190,CMB CHIKAKO,Bulk carrier,90.18,284.72
9701205,AFRICAN GRIFFON,Bulk carrier,67.73,211.59
9701229,MARAN GAS ROXANA,LNG carrier,253.41,701.59
9701231,CAMILA,Bulk carrier,73.99,232.76
9701243,TIA MARTA,Bulk carrier,67.64,212.11
9701308,YIANNIS N.G.,Bulk carrier,92.24,290.81
9701360,KAMBOS,Bulk carrier,126.41,396.12
9701451,PACIFIC HARMONY,General cargo ship,56.44,176.69
9701554,TORM KIARA,Oil tanker,110.87,347
9701566,TORM KIRSTEN,Oil tanker,121.04,380.01
9701786,BW ARIES,Gas carrier,108.86,342.1
9701798,BW CARINA,Gas carrier,116.44,363.28
9701920,SPAR ARIES,Bulk carrier,91.38,286.08
9701932,SPAR PYXIS,Bulk carrier,98.04,307.52
9702003,COUGAR,Gas carrier,125.8,397.97
9702039,CRESQUES,Gas carrier,114.89,357.78
9702065,MSC LETIZIA,Container ship,307.45,957.73
9702077,MSC MELINE,Container ship,298.12,941.65
9702089,MSC VITA,Container ship,342.02,1065.96
9702091,MSC SOFIA CELESTE,Container ship,312.87,975.08
9702106,MSC BRUNELLA,Container ship,337.92,1052.41
9702132,CMA CGM KERGUELEN,Container ship,334.78,1044.61
9702144,CMA CGM GEORG FORSTER,Container ship,359.2,1124.51
9702156,CMA CGM BOUGAINVILLE,Container ship,375.83,1174.38
9702194,NANCY P,Chemical tanker,94.16,298.02
9702209,JANE S,Chemical tanker,85.31,269.82
9702211,ESSIE C,Chemical tanker,89.29,282.33
9702261,MSC SARA ELENA,Container ship,336.07,1047
9702273,MSC ANTONELLA,Container ship,311.19,969.58
9702405,GLOVIS SUNRISE,Vehicle carrier,126.57,400.78
9702417,GLOVIS SUMMIT,Vehicle carrier,103.91,327.65
9702429,GLOVIS SYMPHONY,Vehicle carrier,101.56,318.72
9702431,GLOVIS SPLENDOR,Vehicle carrier,115.95,362.05
9702443,THERMOPYLAE,Vehicle carrier,125.81,392.02
9702455,THALATTA,Vehicle carrier,125.06,389.59
9702508,STONY STREAM,Bulk carrier,109,343.78
9702510,CP SHANGHAI,Bulk carrier,96.45,301.13
9702546,LEVIATHAN,Bulk carrier,141.08,440.52
9702596,GEORG OLDENDORFF,Bulk carrier,107.96,337.25
9702601,GISELA OLDENDORFF,Bulk carrier,115.21,360.74
9702613,EDWARD OLDENDORFF,General cargo ship,75.8,239.36
9702637,ERNST OLDENDORFF,General cargo ship,94.78,297.8
9702716,BBG HONOR,Bulk carrier,78.56,244.84
9702730,DIMIJOHN A,Bulk carrier,76.46,238.53
9702998,ZHE HAI 517,Bulk carrier,Division by zero!,Division by zero!
9703150,SEVEN SEAS EXPLORER,Passenger ship,275.29,882.59
9703239,MARAN VENTURE,Bulk carrier,173.15,540.15
9703241,MARAN EXCELLENCE,Bulk carrier,201.45,629.32
9703265,CL YANGZHOU,Bulk carrier,94.48,294.75
9703291,MSC OSCAR,Container ship,336,1046.55
9703306,MSC OLIVER,Container ship,291.3,918.54
9703318,MSC ZOE,Container ship,342.39,1066.44
9703320,FRONT LEOPARD,Oil tanker,147.18,468.35
9703332,FRONT JAGUAR,Oil tanker,135.11,428.75
9703411,CL CONTIGO,Bulk carrier,69.11,218.18
9703423,WESTERN PARIS,Bulk carrier,66.11,207.4
9703514,GENTLE SEAS,Bulk carrier,104.97,329.97
9703643,NM SAKURA,Bulk carrier,84.82,268
9703655,NM CHERRY BLOSSOM,Bulk carrier,87.65,276.34
9703813,BEN WYVIS,Bulk carrier,76.34,240.87
9703825,BEN RINNES,Bulk carrier,18.45,59.15
9704130,LE LYRIAL,Passenger ship,111.74,358.25
9704441,ZOILO,Chemical tanker,76.87,241.55
9704453,STI BLACK HAWK,Oil tanker,86.13,269.89
9704465,STI PONTIAC,Oil tanker,69.76,217.63
9704477,STI SENECA,Chemical tanker,74.2,231.96
9704491,NAVIGATOR UMBRIO,Gas carrier,69.8,218.1
9704518,NAVIGATOR CERES,Gas carrier,62.54,196.21
9704520,NAVIGATOR COPERNICO,Gas carrier,72.97,228.78
9704532,NAVIGATOR CETO,Gas carrier,65.01,203.13
9704611,YM WHOLESOME,Container ship,258.13,813.39
9704623,YM WELLNESS,Container ship,203.99,642.76
9704659,GFS GENESIS,Container ship,156.95,492.64
9704738,TIAN FU,General cargo ship,75.95,236.8
9704740,TIAN LU,General cargo ship,82.35,256.57
9704752,TIAN SHOU,General cargo ship,81.21,253.31
9704764,TIAN XI,General cargo ship,70.52,220
9704831,COMMON GALAXY,Bulk carrier,87.08,272.23
9704855,STOCKHOLM EAGLE,Bulk carrier,105.42,329.53
9704972,MSC ELODIE,Container ship,285.23,888.78
9704984,MSC NAOMI,Container ship,303.48,945.21
9704996,MSC JULIE,Container ship,301.4,938.94
9705005,MSC CATERINA,Container ship,298.32,929.63
9705067,CMA CGM TIGRIS,Container ship,290.73,918.53
9705081,CMA CGM VOLGA,Container ship,300.03,947.48
9705134,COURAGEOUS,Bulk carrier,154.3,487.67
9705158,NORDSUN,Bulk carrier,97.14,302.98
9705172,STAR BOVARIUS,Bulk carrier,91.45,289.57
